"Group","SHA1","ID","Folder","FileName","Title","Media Filename","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"09c0795e45b84e9d8d017d7d38f4806422d6ea23","@","@","Sarakon","@","","Language proto","1992","Starbyte Software","eu","","","","","","","","",""
"@",,"09d64030734dac503f0f27dd0af09135a611f7f5","@","@","SD Hiryuu no Ken Gaiden 2","@","","","1996","Culture Brain","jp","a","a 1","","","","","","",""
"@",,"09dbc2f94befe5c381c20796227a22e12bfd72d3","@","@","Chuck Rock","@","","","1993","Core Design - Sony","@","b","b 1","","","","","","",""
"@",,"0a1b07ff51df4240012815fb1626b65d6109e779","@","@","Beetlejuice","@","","","1991","LJN","@","","","","2","","","","",""
"@",,"0a22699aed2537f7f53e85c7745adf1af197a38d","@","@","Mega Man","@","","","1991","Capcom","us","","","","","fr","","","","1"
"@",,"0a38278b9d21f8e39a5e3a77cfc86a9ebb867275","@","@","Tokyo Disneyland: Mickey no Cinderella Shiro Mystery Tour","@","","","1995","Tomy","jp","b","b 1","","","","","","",""
"@",,"0a3d3d2400221dfc45415d116c44823b985f205f","@","@","F-1 Race","@","","v rev1","1990","Nintendo","@","b","b 1","","","","","","",""
"@",,"0a3dbe8df01a1d6cad0a64fcc1a3c913f28e8b3d","@","@","Tennis","@","","","1989","Nintendo","@","b","b 1","","","","","","",""
"@",,"0a45d1b98646fd7832b5119b04bc8d6d6d0f657a","@","@","David Crane's: A Boy and His Blob in The Rescue of Princess Blobette","@","","","1990","Absolute","us","","","","","","","","",""
"@",,"0a4fef2a6a09bb66b1b34b5294ff737530cff4e1","@","@","Lemmings","@","","v rev0; Language en","1993","Ocean","jp","","","","","","","","",""
"@",,"0a57463ea7b6d85c1372dc3e0d99e68fe930c20a","@","@","Pocket Monsters: Green Version","@","","v rev0","1995","Nintendo","jp","a","a 3","","","en LandaR","","","",""
