"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Michael Jackson's Moonwalker",,939416cebb381458d28ff628afb3d1f80293afa9,,,Moonwalker,,,,1990,Sega,,,,,,,,,,,,,
"Alex Kidd in Shinobi World",,93a77fa0e807d1ab89f7a61f5d7e429434caabbf,,,"Alex Kidd in Shinobi World",,,,1990,Sega,,b,"b 2",,,,,,,,,,
"Public Domain",,93c321589ea2137e6f64f758bef3e43f826955e7,,,SpaceOddity,,,"v 0.15; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"OutRun 3D",,93c3fbe23848556fc6a737db1b5182537db5961d,,,"Out Run 3D",,,"Language en",1989,Sega,"br,eu",,,,,,,,,,,,
@,,940af778df6190ef2606a3555d47c0a7d194e05c,,,"Best Game Collection, The: Ghost House & Teddy Boy Blues & Seishun Scandal",@,,,1990,HiCom,kr,,,,,,1,,,,,,
"Public Domain",,94219edefecb1cdaa78e02ec546b9ddfbf3acfde,,,"Pong Master",,,"Copyright Public Domain",2006,"Pinheiro, Haroldo",,,,,,,,,,,,,
"Public Domain",,94a2b37ff816992d7824c37ba8489abfa6284e2b,,,"ToToTEK SMS-PRO Multi Menu",,,"v 1.5",200x,ToToTEK,,,,,,,,,,2,,,
"Incredible Crash Dummies, The",,94a4ba183de82fc0066a0edab2acaee5e8bdd0e7,,,"The Incredible Crash Dummies",,"Incredible Crash Dummies, The",,1993,"Acclaim - Flying Edge - Teeny Weeny Games",,,,,,,,,,,,,
"R.C. Grand Prix",,94cc64f6febdb0fe4e89ecd9deeca96694e5bead,,,"R.C. Grand Prix",,,,1989,"Absolute Entertainment",,,,,,,,,,,,,
"Operation Wolf",,94e41adff987e252e409b5c74404c0eb00ad5274,,,"Operation Wolf",,,,1990,Taito,,,,,,fr,,,,,,,
Soukoban,,94e79b4a8b4a5fb77c837ea0a1e28bc5993d36af,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Public Domain",,9561d2970afe8eae5d46e0ff8abd09f49bf5ba7d,,,"Maechiko's S_Sniper",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Masters of Combat",,9596400394f2bb3dbf7eb4a26b820cdfe5cd6094,,,"Masters of Combat",,,,1993,Sega,,,,,,,,,,,,,
@,,95d8f826248118afb9265c05c476709731015d12,,,Choplifter,@,,(beta),1985,Sega,@,,,,,,,,,,,,
"Public Domain",,96c6fd49694e08beaf43c2fac7876c56491f9876,,,"FudeBrowser: BrMSX",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Congo Bongo",,96dd55a63bae0abc666fe317d50612116100d7b1,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Aztec Adventure: The Golden Road to Paradise",,974e97fe4efb3f37579bf0f89e9caf2e726f4e32,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
@,,9773ade9accd47de4541cb4fdb624e1f7feb2ab9,,,Golvellius,@,,"Language en,ja; (beta)",1988,"Compile - Sega",jp,,,,,,,,,,,,
"Golden Axe Warrior",,9787bdd235659f72ff001fe22848d3b32cf0bdfc,,,"Golden Axe Warrior",,,,1991,Sega,,a,"a 1",,,pt,,,,,,,
"Ghost House",,97e67421a81f19d531a6202fa1d35948a87bf3bd,,,"Ghost House",,,"v rev1",1986,Sega,,b,"b 2",,,,,,,,,,
"Bank Panic",,983c10f9431e19e0f79627cf72d5425895fd32f8,,,"Bank Panic",,,,1987,Sega,,b,"b 1",,,,,,,,,,
"Line of Fire",,985f78bcaf64bb088d64517f80b0acc7f5034b24,,,"Line of Fire",,,,1991,Sega,,,,,,,,,,,,,
@,,98615e4994fcc1e973c7483303b580dfeb756eec,,,Shanghai,@,,(beta),1988,"Activision - Sega",@,,,,,,,,,,,,
"American Pro Football",,986b860465fc9748c6be1815c0e4c0ea94473040,,,"American Pro Football",,,"v rev1",1989,Sega,,,,,,,,,,,,,
@,,98c453f6bd397fbae5e728d095e0541ff51306df,,,"Predator 2",@,,,1992,TecToy,br,,,,,,,,,,,,
@,,990491d559ebada59c8c7d7c7eeeae7dffa0399d,,,"Gain Ground",@,,(beta),1990,Sega,@,,,,,,,,,,,,
"Cyber Shinobi",,991803feb42a6f0f93ac0e97854132736def2933,,,"Cyber Shinobi, The: Shinobi Part 2",,,,1990,Sega,,,,,,,,,,,,,
"Dragon: The Bruce Lee Story",,991b4f0ad0bfde5fd2dc542a0bf1c2882e09ec4b,,,Dragon,,,,1993,Virgin,,,,,,pt,,,,,,,
"World Cup Italia '90",,992e84114a0d511c3cf7e844f0d65a85b9647825,,,"World Cup Italia '90",,,,1990,Sega,,,,,,pt,,,,,,,
"Alex Kidd in High Tech World",,996b4c40b5b64b0e2b89fd7be22d36786f1ff4f7,,,"Alex Kidd: High Tech World",,,,1989,Sega,,,,,,pt,,,,,,,
"Shadow Dancer",,99a5995f31dcf6fbbef56d3ea0d2094ef039479f,,,"Shadow Dancer",,,,1991,Sega,,,,,,,,,,,,,
"Castle of Illusion Starring Mickey Mouse",,99e4aa1fcf43dd19ed2d52789673150b99af711d,,,"Castle of Illusion Starring Mickey Mouse",,,"v rev1",1990,"Disney - Sega",,,,,,it,,,,,,,
"Wonder Boy III: The Dragon's Trap",,99e73de2ffe5ea5d40998faec16504c226f4c1ba,,,"Wonder Boy III",,,,1989,Sega,,,,,,,,,,,,,
@,,9a6c70c1cb18d34e39f4037a555759ce97c6eeef,,,"F-16 Fighting Falcon",@,,,1985,Aaronix,tw,,,,,,,,,,,,
@,,9aa1cbd479e3433d9644f02e54469f973b6688a5,,,"Black Belt",@,,,1996,Sega,@,b,"b 1",,,,,,,,,,
"Mickey's Ultimate Challenge",,9adc9ecb7af8de548da5a911baf0418143e9d93a,,,"Mickey's Ultimate Challenge",,,"Language en",1994,"Disney - Hi Tech Expressions - Tec Toy",br,b,"b 3",,,,,,,,,,
Strider,,9b306e98e6a12b86c5d4b7f4900bd2cc30a09a36,,,Strider,,,,1991,"Capcom - Sega",,a,"a 1",,,pt,,,,,,,
@,,9b44f322f8c2f59ebf1372f7911046cc6b3c156c,,,"World Grand Prix",@,,(beta),1986,Sega,@,,,,,,,,,,,,
@,,9b4be448b81f96391ef9667b1923abc53a9c59d9,,,"Super Boy 4",@,,"Language en",1992,Zemina,kr,,,,,,1,,,,,,
Strider,,9b4febd1a29be79cfce73a9cc8c72bf6b27a7265,,,,,,"(UE) [T+Bra_Emunow]",,,,,,,,,,,,,,,
"Fantasy Zone",,9b5f2118f7a58ee568aead26eb7ce5f5e3fcb8cb,,,"Fantasy Zone",,,"v rev2",1986,Sega,,,,,,fr,,,,,,,
"Mahjong Sengoku Jidai",,9b7cd3a25b2a1fc880683dcdca81457c93d46de5,,,"Mahjong Sengoku Jidai",,,"v rev1",1987,Sega,jp,,,,,,,,,,,,
"Home Alone",,9b9be300fdc386f864af516000ffa3a53f1613e2,,,"Home Alone",,,"Language en",1993,"Probe - Sega",eu,,,,,,,,,,,,
@,,9bfad937222b06cb18ecef5d24a4a735fde72442,,,Aladdin,@,,"v rev19940123; (beta)",1994,Sega,@,,,,,,,,,,,,
@,,9c6c28610603d05664d9ae44b62b5c1ac47f829c,,,"Impossible Mission",@,,(beta),1986,"Epyx - U.S. Gold",@,,,,,,,,,,,,
"Public Domain",,9ca296effbbac9ac5d1c0fb63ae040793f960590,,,"Headbreak for a Scroller",,,"Copyright Public Domain",2004,"Furrtek - L.i.N.",,,,,,,,,,,,,
Quartet,,9cdf89c9827f16f68859ceee5f96bcdbd03a8bd1,,,Quartet,,,"v rev1",1987,Sega,,b,"b 1",,,,,,,,,,
@,,9cdfda85b4fa4e689617d8bcbdd6478b19d215ca,,,"Blade Eagle",@,,(beta),1988,Sega,@,,,,,,,,,,,,
"Ninja Gaiden",,9d0772c95c5fafaf21c1e026dedcd40cb7954491,,,"Ninja Gaiden",,,(beta),1992,Sega,,a,"a 1",,,fr,,,,,,,
@,,9d0c8fb5f1ff6f596aa156264db8d7c1c778b1bf,,,"Penguin Adventure",@,,,19xx,Zemina,kr,,,,,,,,,,,,
"Sitio do Picapau Amarelo",,9d626e9faa29a63ed396959894d4a481f1e7a01d,,,"Sitio do Picapau Amarelo",,,,1997,"Sega - Tec Toy",br,,,,,,,,,,,,
@,,9d696b6eda1d13b8d439509beeb64210987e308e,,,"Super Columns",@,,,1990,HiCom,kr,,,,,,1,,,,,,
@,,9ddebe596f94a02609f07b4706e78769275124a5,,,Hang-On,@,,,1985,Sega,@,a,"a 1",,,pt,,,,,,,
"System BIOS",,9e179392cd416af14024d8f31c981d9ee9a64517,,,"Sega Master System BIOS",,,"v 2.4; Language en",1988,Sega,"eu,us",,,,,,,,,,,,
"My Hero",,9e1c4bca01f5288cfe5714b52a4db663a2af09d5,,,"My Hero",,,,1986,"Coreland - Sega",,b,"b 1",,,,,,,,,,
Spellcaster,,9e5221b8ac5ca7940da3e9a42d99f38bf7a87e38,,,Spellcaster,,,,1989,Sega,,a,"a 1",,,fr,,,,,,,
@,,9e92d8e27fad71635c71612e8bdd632d760f9a2d,,,"Space Harrier",@,,"Language en",1986,Sega,eu,,,,,,,,,,,,
"Public Domain",,9eb8d2bdcfb823d5a86dd2fa262e7890a51cdd7a,,,"Not Only Words",,,"v 1.00; Copyright Public Domain",2002,Maxim,,,,,,,,,,,,,
"Dodgeball King",,9ebd5a7b025e980795eaac206f3f6f5dc297084f,,,"Dallyeora Pigu-Wang",,,,1995,"Game Line",kr,,,,,,,,,,,,
"Astro Warrior & Pit Pot",,9ec997654d1da711720cba5e7bac576cfadf6259,,,,,,"(E) [o1]",,,,,,,,,,,,,,,
@,,9ee8554a85dfc0a5a278474f4886b311650b37dc,,,"Best Game Collection, The: Satellite-7 & Great Baseball & Seishun Scandal",@,,,1990,HiCom,kr,,,,,,1,,,,,,
@,,9f715b67ffddc432299c9bbae6b7e088ddbd4679,,,"Spy vs. Spy",@,,,1986,Aaronix,tw,,"[AKA Die Dui Die]",,,,,,,,,,
"Cyborg Hunter",,9f987e022090a40506b78d89523e9f88b3bb0c0b,,,Borgman,,,,1988,Sega,jp,,,,,,,,,,,,
"Public Domain",,a02b7d976a164738c38d3b8a36fc5cd8302e6080,,,SpaceOddity,,,"v 0.09; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"My Hero",,a04042ff5f36cce2ed251badd16edac239b3a161,,,"Seishyun Scandal",,,"Language en",1986,"Coreland - Sega",jp,b,"b 1",,,,,,,,,,
"Three Dragon Story, The",,a05a7a41295c38add5dfc71032d2d83b96f518b1,,,"The Three Dragon Story",,"Three Dragon Story, The","Language en",1989,Zemina,kr,,,,,,,,,,,,
"Lucky Dime Caper, The: Starring Donald Duck",,a08815d27e431f0bee70b4ebfb870a3196c2a732,,,"The Lucky Dime Caper Starring Donald Duck",,"Lucky Dime Caper Starring Donald Duck, The",,1991,Sega,,,,,,,,,,,,,
"Public Domain",,a08d6242093b6e2f0956a4183a0f180df1fc509f,,,"SMS Palette",,,"Copyright Public Domain",2001,"Cornut, Omar",,,,,,,,,,,,,
"Flintstones, The",,a0aa76d89f6831999c328877057a99e72c6b533b,,,"The Flintstones",,"Flintstones, The",,1990,Grandslam,,,,,,,,,,,,,
"Alex Kidd in Miracle World",,a0ace9411b04baf5ed77299262cf4d4c462559a9,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,a,"a 3",,,pt,,,,,,,
"Special Criminal Investigation",,a0b4be5b62a0a836e227983647e0140df3eafe4d,,,"Special Criminal Investigation",,,(beta),1992,Taito,,,,,,,,,,,,,
"Public Domain",,a0da40b93630017227da9777b109ed29dc04eea1,,,"DCEvolution.net Intro",,,"Copyright Public Domain",2004,"Apathy - Maze - Tzvetkov, Ventzislav",,,,,,,,,,,,,
"Championship Loderunner",,a0dad095489da2bdf8ec03f1acc83f809db2371f,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Land of Illusion Starring Mickey Mouse",,a120f29c6bf2e733775d5b984bd3a156682699c6,,,"Land of Illusion Starring Mickey Mouse",,,,1992,"Disney - Sega",,,,,,,,,,,,,
Choplifter,,a1241ef23c436c3f4b10fdde1081c215d59fb078,,,Choplifter,,,,1985,Sega,,b,"b 4",,,,,,,,,,
"Pitfall II",,a14453650b6b2ef85e03b9637f08f691878acff4,,,,,,"(SG-1000) [a1][!]",,,,,,,,,,,,,,,
@,,a18e9214904a92767bf9e45bf086f6a694228395,,,"Great Golf",@,,"v rev1",1987,Sega,@,b,"b 1",,,,,,,,,,
"Earthworm Jim",,a1966c2d8e75ea17df461a46c4a1a8b0b5fecd4e,,,"Earthworm Jim",,,"Language en",1996,"Eurocom - Playmates - Tec Toy",br,,,,,,,,,,,,
"Laser Ghost",,a21286d282ca994c66d8e7a91ee0a05ff69c7981,,,"Laser Ghost",,,,1991,Sega,,,,,,,,,,,,,
"Public Domain",,a2624e83458ca5f471e47031153aaf9b92446fdd,,,SpaceOddity,,,"v 0.06; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Montezuma's Revenge",,a2665093b8588d5d6f24c6b329080fb3ebee896e,,,"Montezuma's Revenge",,,,1989,"Parker Brothers",us,,,,,,,,,,,,
@,,a290e41e0218dd54c7774229a7bf77c0e6b037f9,,,"Janggun-ui Adeul",@,,,1992,"Daou Infosys",kr,,,,,,,,,,,,
"Star Jacker",,a2a06e7545ca1e0d522d0eb75a72b5b520f42330,,,,,,"(SG-1000) (V1.1) [h1]",,,,,,,,,,,,,,,
"Fantasy Zone: The Maze",,a2cd356826c8116178394d8aba444cb636ef784e,,,"Fantasy Zone: The Maze",,,,1987,Sega,,,,,,,,,,,,,
"Public Domain",,a362b6b54738faf9eba6b9b1b6ba75a6c140f090,,,"Unite Centrale de Huit Bits Demo",,,"v 1.00; Copyright Public Domain",2003,"Comic Bakery",,,,,,,,,,,,,
"Rainbow Islands",,a3958277129916a4fd32f3d5f2345b8d0fc23faf,,,"Rainbow Islands: The Story of Bubble Bobble 2",,,"Language en",1993,"Taito - Tec Toy",br,,,,,,,,,,,,
"Sindbad Mystery",,a3b3f96685815d6ab0751e6442c7349d5b91d60c,,,,,,"(SG-1000) [b1]",,,,,,,,,,,,,,,
Shinobi,,a41aacb1ccaac7b519aedb4c713bdb292cf768aa,,,Shinobi,,,"v rev1",1987,Sega,,b,"b 2",,,,,,,,,,
"Public Domain",,a45fef434eb9a0d235b505eed46c96353397c1b3,,,"Sega Tween",,,"v 1.00; Copyright Public Domain",2007,"Ryves, Ben",,,,,,,,,,,,,
"Public Domain",,a47d5e8e3a388df1eb6e794f3100eaad6532c4d8,,,"SMS Power 7th Anniversary Demo",,,"v 1.00; Copyright Public Domain",2004,"Warren, Nicolas",,,,,,,,,,,,,
"Fantasy Zone: The Maze",,a47f9420ecf18344c0e97d66c8c65f1025d4c06a,,,"Fantasy Zone: The Maze",,,,1987,Sega,,b,"b 1",,,,,,,,,,
"Satellite 7",,a48b642ac12379944fc829585dacb8e7effdcc82,,,Satellite-7,,,"Language en",1985,Sega,jp,,,,,,,,,1,,,
"Argos no Juujiken",,a4b63ed417380f8170091e66c0417123799a731f,,,"Argos no Juujiken",,,"Language en",1988,"Salio - Tecmo",jp,,,,,,,,,,,,
Speedball,,a4cf72c985d0fe51ac36388774c7f0bf982c19e3,,,Speedball,,,"v rev1",1992,"Bitmap Brothers - Virgin",,,,,,,,,,,,,
"Space Invaders",,a4e4b0c2967e39c4931fba8bc87428f296e461c5,,,,,,(SG-1000),,,,,,,,,,,,,,,
Hang-On,,a5080717fd236cd6c741ac81871ae271758dec67,,,,,,"(E) [T+Bra]",,,,,,,,,,,,,,,
@,,a5326a0029f7c3101add3335a599a01ccd7634c5,,,"Lord of the Sword",@,,,1988,Sega,@,,,,,,,,,,,,
"Phantasy Star",,a59f117bb93cda3e8322e6607666d87ce52b7a53,,,"Phantasy Star",,,"v rev3",1988,Sega,,b,"b 2",,,,,,,,,,
"Public Domain",,a5e84ebb07220f7b7fafaef4dd0e9b4092e0cfb4,,,"Bock's Birthday 2006",,,"v 1.00; Copyright Public Domain",2006,"MacDonald, Charles",,,,,,,,,,,,,
"Robocop versus The Terminator",,a5fe99ce04cb172714a431b12ce14e39fcc573e4,,,,,,,1993,Virgin,,,,,,,,,,,,,
@,,a64f63eb81bfdd81476daf74a810b5b29fb55986,,,"Best Game Collection, The: Hang On & Pit Pot & Spy vs Spy",@,,,1990,HiCom,kr,,,,,,1,,,,,,
@,,a66f9373f75355855aac52fdc11d9ad887fd5556,,,"Hokuto no Ken",@,,,1986,Aaronix,tw,,"[AKA Beidou Shen Quan]",,,,,,,,,,
"Alex Kidd in Miracle World",,a676414fd20a4cb49c2a256e0441008598a7dfde,,,,,,"(UE) (V1.1) [o1]",,,,,,,,,,,,,,,
"Sonic Spinball",,a6aa8038feb54e84759fcdfced2270afbbef9bfc,,,"Sonic Spinball",,,,1994,Sega,,,,,,,,,,,,,
"Ghouls 'n Ghosts",,a6ff2e80ed0ae97fea5d32f8333673af21656e84,,,"Ghouls 'n Ghosts",,,,1990,"Capcom - Sega",,,,,,pt,,,,,,,
"Great Football",,a768f44ce7e50083ffe8c4b5e3ac93ceb7bd3266,,,"Great Football",,,,1987,Sega,,,,,,,,,,,,,
"Great Ice Hockey",,a7b76be9d3ed5d6a94917e444a188767ede1cc79,,,"Great Ice Hockey",,,,1986,Sega,,b,"b 1",,,,,,,,,,
@,,a82627f47400555e5e6fdeca11ffac56d7296f80,,,"Les Schtroumpfs 2",@,"Schtroumpfs 2, Les",(beta),1995,Infogrames,m4,,,,,,,,,,,,
"Public Domain",,a83f6d91de84ff63655edb492a0a61725600e7d9,,,"AntiISDA Warrior",,,"v 1.02; Copyright Public Domain",2004,"Tzvetkov, Ventzislav",,,,,,,,,,,,,
"System BIOS",,a8c1b39a2e41137835eda6a5de6d46dd9fadbaf2,,,"Sega Master System BIOS",,,"v 2.1",1987,Sega,"jp,kr",,,,,,,,,,,,
"F-16 Fighter",,a8f083b3db721b672b5b023d673a64577cb48ef3,,,"F-16 Fighting Falcon",,,"v rev1",1985,"ASCII - Sega",us,,,,,,,,,,,,
"Terminator 2: Judgment Day",,a8fe50e27fa9d44f3bd05d249a964352a32d1799,,,"Terminator 2: Judgment Day",,,,1993,"Acclaim - Flying Edge",,,,,,,,,,,,,
"Ultima IV: Quest of the Avatar",,a90e21e5961bcf2e10b715a009c04e7c2017a3b1,,,"Ultima IV",,,,1990,Sega,,,,,,,,,,,,,
"Pro Wrestling",,a91bbab31c7ec741738b8b6ed84d794b0432d51d,,,"Pro Wrestling",,,,1986,Sega,,b,"b 1",,,,,,,,,,
"Public Domain",,a94b76119a96c7290c76057723b254997666379a,,,"Simple Sprite Demo",,,"v 2.0; Copyright Public Domain",2000,"Warren, Nicolas",,,,,,,,,,,,,
Taz-Mania,,a9e1d27b65a8b70e52fdbe6b961b0d701cc1979f,,,Taz-Mania,,,(beta),1992,Sega,,,,,,pt,,,,,,,
Hang-On,,aa32c4bbf3136603819a4e53aa23a9e3782b847d,,,,,,"(E) [!]",,,,,,,,,,,,,,,
"System BIOS",,aa92ae576ca670b00855e278378d89e9f85e0351,,,"Sega Master System BIOS",,,"v 4.4; Language en",1988,Sega,"eu,us",,,,,,,,,,,,
"Time Soldiers",,ab3cf22a0e60f05f292140097bcffcb32e541831,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Bubble Bobble",,ab585612fddb90b5285e2804f63fd7fb7ba02900,,,"Final Bubble Bobble",,,"Language en",1988,Taito,jp,,,,,,,,,,,,
"Teddy Boy",,ab5b6b0a8d2253f25d8daa4fd636118a67c4001e,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,5,,,
Kenseiden,,ab8bd01009de185d1f564c8b3f25bd761c7a1702,,,Kenseiden,,,"v rev1",1988,Sega,,b,"b 1",,,,,,,,,,
Rastan,,abb7ca44902449397862fa6c443ce85602f64032,,,Rastan,,,,1988,Taito,,b,"b 1",,,,,,,,,,
"Public Domain",,ac8b6a65c3039c76fbc60443f7291e74de7724c1,,,SpaceOddity,,,"v 0.19; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
Taz-Mania,,ac98f23ddc24609cb77bb13102e0386f8c2a4a76,,,Taz-Mania,,,,1992,Sega,,,,,,,,,,,,,
"Public Domain",,acd8e2f4985a2181fdde21b9906f7ae3d5bfbed9,,,"Cycle Counter",,,"Copyright Public Domain",200x,FluBBa,,,,,,,,,,,,,
"Sonic The Hedgehog 2",,acdb0b5e8bf9c1e9c9d1a8ac6d282cb8017d091c,,,,,,"v rev0",1992,Sega,,,,,,,,,,,,,
"Masters of Combat",,acdfc95114d7333ac209af328f4ae1c8dcae56b7,,,"Masters of Combat",,,,1993,Sega,,b,"b 1",,,,,,,,,,
"Shadow Dancer",,acf54158de2ea769583cac0fbc87712d051ec515,,,"Shadow Dancer",,,,1991,Sega,,b,"b 1",,,,,,,,,,
"Rainbow Islands",,acff4b6175aaaed9075f6e41cf387cbfd03eb330,,,"Rainbow Islands: The Story of Bubble Bobble 2",,,,1993,"Sega - Taito",,,,,,,,,,,,,
@,,ad76e9126fad614629bea49e7ae19c3e4dfedd59,,,"Road Fighter",@,,,19xx,@,kr,,"[MSX port]",,,,,,,,,,
"Maze Hunter 3D",,ade756eccaf94c79e8b3636921b6f8669a163265,,,"Maze Walker",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
Q-bert,,ae23fce5dbbc1536275d57ca65d2aa9170d46ea4,,,,,,"(MV) [!]",,,,,,,,,,,,,,,
"Hang-On & Astro Warrior",,ae29f676846fc740a2cfc69756875b6480265f97,,,"Hang-On + Astro Warrior",,,,1986,Sega,us,,,,,,,,,,,,
Asterix,,ae56c708bc197f462b68c3e5ff9f0379d841c8b0,,,Asterix,,,"v rev1; Language en,fr",1991,Sega,,,,,,,,,,,,,
"Public Domain",,ae696b32f713c04aa513323c0db06c5cf1c40cea,,,ZEXALL,,,"v 0.12; Copyright Public Domain",2003,"Maxim - Quinn, Eric",,,[SDSC],,,,,,,,,,
@,,aece64ecbfbe08b199b29df9bc75743773ea3d34,,,"Alien Storm",@,,,1991,Sega,@,,,,,,,,,,,,
Zool,,aed98f2fc885c9a6e121982108f843388eb46304,,,Zool,,,,1993,Gremlin,,,,,,,,,,,,,
"Public Domain",,af66443a8d223effdaba6f644a44797dd62eb5cd,,,SpaceOddity,,,"v 0.04; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
Shinobi,,af995d51c81df0de329d5594acf07abc4ccf2a12,,,Shinobi,,,"v rev1",1987,Sega,,b,"b 1",,,,,,,,,,
@,,afdd09097dce40c0af5ec01de0dfdc08482e9e0e,,,"Sky Fighter",@,,,1990,Clover,kr,,"[MSX port]",,,,1,,,,,,
"Heavyweight Champ",,b07000feb0c74824f2e3e74fd415631a8f3c4da6,,,"James Buster Douglas Knockout Boxing",,,,1990,Sega,us,,,,,,,,,,,,
"Pro Wrestling",,b0e4832af04b4fb832092ad093d982ce11160eef,,,"Pro Wrestling",,,,1986,Sega,,,,,,,,,,,,,
"Public Domain",,b11f588d98cdf4764bf1fab6eab9114d2fc3b76b,,,SpaceOddity,,,"v 0.16; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Public Domain",,b14512d5503ee9557608d629857dfb162eb8073a,,,"River Strike",,,"v 0.01; Copyright Public Domain",200x,"Pinheiro, Haroldo",,,,,,,,,,,,,
"Public Domain",,b160f3a273bf9f675ba13f6a5a61c92c2b16bd36,,,"FudeBrowser: BrSMS",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
@,,b193e624795b2beb741249981d621cb650c658db,,,"Ghouls 'n Ghosts",@,,,1990,"Capcom - Sega",@,,,,,,,,,,,,
@,,b198ba9fdd2893a5e94ed224d032585a9f57f868,,,"World Cup Italia '90",@,,"Demo slideshow",1990,Sega,@,,,,,,,,,,,,
"Fushigi no Oshiro Pit Pot",,b1afa682b2f70bfc4ab2020d7c3047aabbaf9a24,,,"Fushigi no Oshiro Pit Pot",,,"Language en",1985,Sega,jp,,,,,,,,,,,,
"Cyborg Hunter",,b27fb42d5cc3f91b228d232089735f262b0f5e1c,,,"Cyborg Hunter",,,,1988,Sega,,,,,,pt,,,,,,,
"Super Space Invaders",,b28d2a9c0fe597892e21fb2611798765f5435885,,,"Super Space Invaders",,,"v rev1",1991,Domark,,,,,,,,,,,,,
Klax,,b2ec6a83a804e9932b376e21f7c7c55077cd5b0b,,,Klax,,,,1991,"Atari - Tengen",,b,"b 1",,,,,,,,,,
"Cyborg Hunter",,b310851284a5f9c9ffdc61ba520a79cba17db82e,,,"Cyborg Hunter",,,,1988,Sega,,,,,,it,,,,,,,
"Great Baseball",,b332344eb529bad29dfb582633e787f7e42f71ae,,,"Great Baseball",,,,1987,Sega,,,,,,,,,,,,,
"Golvellius: Valley of Doom",,b39c7259f1d146772fb7a0c4b60a29900126047f,,,Golvellius,,,,1988,"Compile - Sega",,,,,,de,,,,,,,
"Phantasy Star",,b3ae447dc739256616b44cbd77cb903c9f19e980,,,,,,"(J) (from Saturn Collection CD) [!]",,,,,,,,,,,,,,,
"Alex Kidd in High Tech World",,b3cfe76c54c1b02457fc54a5c216615e99f04345,,,"Alex Kidd: High Tech World",,,,1989,Sega,,,,,,de,,,,,,,
"Super Smash TV",,b4515aad1cad31980d041632e23d3be82aa31828,,,"Smash T.V.",,,,1992,"Acclaim - Flying Edge - Probe - Williams",,,,,,,,,,,,,
"Action Fighter",,b462246fed3cbb9dc3909a2d5befaec65d7a0014,,,"Action Fighter",,,"v rev2",1986,Sega,,,,,,,,,,,,,
@,,b46cb68c330dad61cd2a2ef1f5f5480af303816a,,,"Fantasy Zone",@,,"v rev1; (beta)",1986,Sega,@,,,,,,,,,,,,
@,,b486d8be0cf669117e134f9e53a452bf71097479,,,"Fantasy Zone",@,,"Language en",1986,Sega,jp,,,,,,,,,,,,
Populous,,b50e4b49beefab04e09449a6884aac6dcbc81dfa,,,Populous,,,,1991,"Bullfrog Productions - Electronic Arts - TecMagik",,b,"b 1",,,,,,,,,,
Rocky,,b525dc2d61f951e1295ad9e92330a18538c84b85,,,Rocky,,,,1987,Sega,,b,"b 1",,,,,,,,,,
@,,b573a3bb6f1563270e9fcad8faf4491044565de6,,,"Happy 10!",@,,"v 1.10; Copyright Public Domain",2007,"Degerfalt, Mikael",@,,,,,,,,,,,,
Vigilante,,b60969d4e7a5d3c022e346be3075219575b3cce8,,,Vigilante,,,,1988,"Irem - Sega",,,,,,fr,,,,,,,
"Cyborg Hunter",,b6131585cb944d7fae69ad609802a1b5d51b442f,,,"Cyborg Hunter",,,,1988,Sega,,,,,,,,,,,,,
"Ayrton Senna's Super Monaco GP II",,b6819b014168aaa03b65dae97ba6cd5fa0d7f0d9,,,"Super Monaco GP II",,,,1992,Sega,,,,,,,,,,,,,
"Double Dragon",,b696c5c2125a205c0aa831a268070db74031bc6d,,,,,,"(UE) [b1]",,,,,,,,,,,,,,,
@,,b70757876e4ff592692eb0ee1c51c571b31541a9,,,"Ys: The Vanished Omens",@,,"Language proto",1988,Sega,@,,,,,,,,,,,,
@,,b716266e936b7cd0a6e29785ae3e7686e1b35793,,,"Maze of Galious, The: Knightmare II",@,,"Language en",19xx,@,kr,,,,,,1,,,,,,
"Woody Pop",,b74078c4a3e6d20d21ca81e88c0cb3381b0c84a4,,,"Woody Pop",,,,1987,Sega,jp,,,,,,,,,,,,
"Teddy Boy",,b7601ff0116490b85c9bd50109db175ce2dd9104,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,1,,,
